region,artist_name,title,permalink,machine_clusters
Americas,Ben Shaffer,Ben Deroy,https://kadist.org/work/ben-deroy/,"Spirituality,Fantasy,Identity"
Americas,Allan Sekula,"California Stories Attempt to correlate social class with elevation above main harbor channel (San Pedro, July 1975)",https://kadist.org/work/california-stories-attempt-to-correlate-social-class-with-elevation-above-main-harbor-channel-san-pedro-july-1975/,"Land,Urbanization,Inequality"
Americas,Ilene Segalove,U.S. Treasury Nose,https://kadist.org/work/u-s-treasury-nose/,"Mind,Culture,Media"
Americas,John Houck,"Baby Shoes, Never Worn",https://kadist.org/work/baby-shoes-never-worn/,"Familial,Body,Time"
Americas,Ari Marcopoulos,Jackass,https://kadist.org/work/jackass/,"Land,History,Urbanization"
Americas,Ari Marcopoulos,Green Box,https://kadist.org/work/green-box/,"Technology,Land,Values"
Americas,Toyin Ojih Odutola,Prove how much you have grown,https://kadist.org/work/prove-how-much-you-have-grown/,"Arts,Design,Community"
Americas,George Pfau,"Zombie Swallows the World, Swallowed by the World",https://kadist.org/work/zombie-swallows-the-world-swallowed-by-the-world/,"Geopolitics,Spirituality"
Europe,Pauline Boudry and Renate Lorenz,Salomania,https://kadist.org/work/salomania/,"Space,Body,Identity"
Europe,Charles Avery,Untitled (Map),https://kadist.org/work/untitled-map/,"Fantasy,Materiality,Arts"
Americas,Will Rogan,Collapse,https://kadist.org/work/collapse/,"Time,Geopolitics,Power"
Americas,Eamon Ore-Giron,Bite Work,https://kadist.org/work/bite-work/,"Power,Violence,Activism"
Americas,Yoshua Okón,Canned Laughter,https://kadist.org/work/canned-laughter/,"Arts,Power,Economy"
Americas,Ranu Mukherjee,"Color of History, Sweating Rocks",https://kadist.org/work/color-of-history-sweating-rocks/,"Economy,Geopolitics,Arts"
Americas,Julio Cesar Morales,Contrabando,https://kadist.org/work/contrabando/,"Economy,Power,Inequality"
Americas,Jennifer Locke,Choke,https://kadist.org/work/choke/,"Body,Violence,Activism"
Americas,Leonardogillesfleur,Myself as a Fountain,https://kadist.org/work/myself-as-a-fountain/,"Emotion,Violence,Community"
